Data from https://doi.org/10.1002/adma.201903577
Upon cooling
Temperature(K)	Heat capacity(J/kg/K)
200.41	373.43
200.44	373.51
200.48	373.59
200.51	373.66
200.54	373.71
200.58	373.7
200.61	373.65
200.65	373.64
200.68	373.68
200.71	373.74
200.75	373.81
200.78	373.86
200.81	373.91
200.85	373.94
200.88	373.9
200.91	373.75
200.95	373.55
200.98	373.43
201.01	373.4
201.05	373.41
201.08	373.43
201.11	373.46
201.15	373.5
201.18	373.55
201.21	373.58
201.25	373.61
201.28	373.61
201.31	373.63
201.35	373.66
201.38	373.69
201.41	373.7
201.45	373.71
201.48	373.7
201.51	373.72
201.55	373.76
201.58	373.81
201.61	373.86
201.65	373.9
201.68	373.94
201.71	373.97
201.75	374.01
201.78	374.06
201.81	374.11
201.85	374.15
201.88	374.19
201.92	374.23
201.95	374.29
201.98	374.36
202.01	374.44
202.05	374.51
202.08	374.56
202.12	374.6
202.15	374.66
202.18	374.71
202.21	374.77
202.25	374.83
202.28	374.87
202.31	374.88
202.35	374.9
202.38	374.94
202.41	374.98
202.45	375.02
202.48	375.04
202.52	374.99
202.55	374.9
202.58	374.85
202.62	374.84
202.65	374.83
202.68	374.78
202.72	374.68
202.75	374.57
202.78	374.51
202.82	374.51
202.85	374.55
202.88	374.59
202.92	374.64
202.95	374.7
202.98	374.77
203.02	374.85
203.05	374.92
203.08	374.98
203.12	375.03
203.15	375.07
203.18	375.11
203.22	375.15
203.25	375.2
203.28	375.24
203.32	375.26
203.35	375.26
203.38	375.27
203.42	375.31
203.45	375.35
203.48	375.4
203.52	375.44
203.55	375.47
203.58	375.49
203.62	375.52
